run,number_of_clones,number_of_reads
500003530101_S185_L002.clonotypes.TRA.txt,27637,2695113
670005420808_S160_L002.clonotypes.TRA.txt,46175,1723716
670002310101_S135_L002.clonotypes.TRA.txt,58571,1280320
460000850101_S147_L002.clonotypes.TRA.txt,36749,3376364
730000500808_S26_L001.clonotypes.TRB.txt,11398,5398049
640001680808_S14_L001.clonotypes.TRB.txt,6668,7286041
260004290808_S92_L001.clonotypes.TRA.txt,0,0
050002340101_S181_L002.clonotypes.TRA.txt,16783,3716859
330003110808_S81_L001.clonotypes.TRB.txt,9254,2144793
330002300807_S146_L002.clonotypes.TRB.txt,495,650
050001790808_S55_L001.clonotypes.TRB.txt,14,14
330001060808_S133_L002.clonotypes.TRB.txt,10062,5195755
670004960808_S165_L002.clonotypes.TRB.txt,9236,6461753
590002490808_S80_L001.clonotypes.TRA.txt,12617,5551733
210001740808_S153_L002.clonotypes.TRA.txt,25456,10460201
260002150808_S40_L001.clonotypes.TRB.txt,1842,115437
050001210808_S129_L002.clonotypes.TRA.txt,16125,1546043
590002640101_S124_L002.clonotypes.TRB.txt,28140,5321072
340003600808_S10_L001.clonotypes.TRB.txt,15499,1985755
140003810808_S104_L002.clonotypes.TRA.txt,75,122
340003740808_S24_L001.clonotypes.TRB.txt,10816,2196297
520001650101_S99_L002.clonotypes.TRB.txt,17999,5228541
470003550807_S117_L002.clonotypes.TRA.txt,10819,1680204
210002420808_S150_L002.clonotypes.TRB.txt,17730,5966425
690001370808_S32_L001.clonotypes.TRA.txt,23753,425590
780008420101_S25_L001.clonotypes.TRB.txt,26817,4925235
540002600808_S8_L001.clonotypes.TRB.txt,754,1228
020003100808_S19_L001.clonotypes.TRA.txt,25602,3123459
670002260808_S15_L001.clonotypes.TRB.txt,19814,3841863
280001890807_S143_L002.clonotypes.TRA.txt,46847,802484
p17_27_DNA_S43_L001.clonotypes.TRB.txt,108824,3290847
550003230807_S70_L001.clonotypes.TRB.txt,6576,4266864
540000070808_S37_L001.clonotypes.TRB.txt,6635,39259
690002180808_S18_L001.clonotypes.TRB.txt,11172,741434
250002800808_S104_L002.clonotypes.TRA.txt,1922,4219
500003700808_S42_L001.clonotypes.TRB.txt,2557,889837
780004530808_S166_L002.clonotypes.TRA.txt,417,715
p18_25_DNA_S41_L002.clonotypes.TRA.txt,61641,17763295
780008420808_S154_L002.clonotypes.TRB.txt,1529,2643
260002860101_S5_L001.clonotypes.TRB.txt,20308,4473003
400000210808_S174_L002.clonotypes.TRA.txt,51107,11337127
670005350808_S174_L002.clonotypes.TRA.txt,3498,5615
p18_29_DNA_S45_L002.clonotypes.TRB.txt,79,104
050001980808_S62_L001.clonotypes.TRA.txt,3585,13228977
500004080808_S46_L001.clonotypes.TRA.txt,9322,184747
780008440808_S164_L002.clonotypes.TRA.txt,18428,378880
050001070808_S161_L002.clonotypes.TRA.txt,3232,15519
340002950808_S156_L002.clonotypes.TRA.txt,23654,7660877
500000990808_S107_L002.clonotypes.TRB.txt,17685,5974611
330002800101_S174_L002.clonotypes.TRA.txt,41752,3289191
550002680808_S155_L002.clonotypes.TRB.txt,17923,5274386
640001950808_S61_L001.clonotypes.TRA.txt,12000,1986714
140000540808_S105_L002.clonotypes.TRA.txt,15249,10112715
050001100808_S169_L002.clonotypes.TRA.txt,17816,6330118
500003560808_S51_L001.clonotypes.TRA.txt,19246,5676060
640001850808_S38_L001.clonotypes.TRB.txt,23068,4317800
540002630808_S7_L001.clonotypes.TRA.txt,16088,11416287
590004410808_S96_L001.clonotypes.TRA.txt,354,531
670004820101_S174_L002.clonotypes.TRA.txt,45605,3367527
330002030808_S165_L002.clonotypes.TRA.txt,33047,4827458
270000150807_S39_L001.clonotypes.TRA.txt,16391,920350
630003000808_S52_L001.clonotypes.TRB.txt,21810,3789495
690000990101_S63_L001.clonotypes.TRA.txt,32074,2171550
670005530101_S127_L002.clonotypes.TRA.txt,26925,2546089
p17_67_DNA_S79_L001.clonotypes.TRA.txt,36643,5010802
p17_14_DNA_S30_L001.clonotypes.TRA.txt,36223,7447545
550003370807_S46_L001.clonotypes.TRA.txt,103670,8512047
540003110808_S3_L001.clonotypes.TRB.txt,82,104
780003220808_S28_L001.clonotypes.TRA.txt,13804,7720662
590004320808_S87_L001.clonotypes.TRA.txt,990,1621
050000540808_S31_L001.clonotypes.TRA.txt,81,110
780004520808_S163_L002.clonotypes.TRB.txt,8363,4415532
330002970808_S80_L001.clonotypes.TRB.txt,6593,694080
360001420808_S157_L002.clonotypes.TRA.txt,23912,7307261
500003980808_S53_L001.clonotypes.TRA.txt,3731,14992
440001210808_S70_L001.clonotypes.TRB.txt,2856,53018
780002510808_S91_L001.clonotypes.TRB.txt,158,217
500001400808_S155_L002.clonotypes.TRA.txt,6982,803999
210001430808_S166_L002.clonotypes.TRA.txt,28334,2314605
230003070807_S37_L001.clonotypes.TRB.txt,25978,4679347
050001790101_S80_L001.clonotypes.TRA.txt,39662,2254800
500003980101_S154_L002.clonotypes.TRA.txt,31791,3826163
780005090101_S40_L001.clonotypes.TRA.txt,23104,1947268
290002620808_S100_L002.clonotypes.TRA.txt,70249,5926130
780004530101_S18_L001.clonotypes.TRA.txt,12295,1738539
210000600808_S129_L002.clonotypes.TRB.txt,12830,6814747
690000060808_S138_L002.clonotypes.TRB.txt,15,19
540003550808_S2_L001.clonotypes.TRA.txt,6913,5366781
640001990808_S93_L001.clonotypes.TRA.txt,6202,879784
550000620808_S64_L001.clonotypes.TRA.txt,9965,18808
280002450807_S131_L002.clonotypes.TRB.txt,5930,25259
730000980808_S31_L001.clonotypes.TRA.txt,5,6
p17_40_DNA_S56_L001.clonotypes.TRB.txt,25263,11298127
330000980808_S188_L002.clonotypes.TRB.txt,8831,812016
470002720808_S73_L001.clonotypes.TRB.txt,19525,4737946
250002660808_S107_L002.clonotypes.TRA.txt,328,591
340003820808_S29_L001.clonotypes.TRB.txt,10542,2989682
670005130808_S175_L002.clonotypes.TRA.txt,37312,1661636
520002170808_S58_L001.clonotypes.TRA.txt,6178,23927
360001680808_S149_L002.clonotypes.TRB.txt,10433,5867158
670004820808_S171_L002.clonotypes.TRA.txt,172,450
730003130808_S38_L001.clonotypes.TRA.txt,18750,8922927
050001960808_S39_L001.clonotypes.TRB.txt,1603,30690
780008390808_S186_L002.clonotypes.TRA.txt,5015,36675
630002510808_S48_L001.clonotypes.TRB.txt,27138,4000786
540002820808_S93_L001.clonotypes.TRA.txt,4987,3768543
780008550808_S150_L002.clonotypes.TRB.txt,8864,3070841
050000480101_S100_L002.clonotypes.TRB.txt,28084,4121218
470001130807_S104_L002.clonotypes.TRB.txt,11358,4089583
460000160808_S8_L001.clonotypes.TRB.txt,13529,3875902
730000400101_S104_L002.clonotypes.TRB.txt,20341,3779277
460001920808_S1_L001.clonotypes.TRB.txt,0,0
270000160807_S47_L001.clonotypes.TRB.txt,17282,6646077
770101060807_S25_L001.clonotypes.TRB.txt,12247,5651832
590002660101_S156_L002.clonotypes.TRB.txt,26001,4820346
440000030808_S13_L001.clonotypes.TRB.txt,7070,119533
540002600101_S156_L002.clonotypes.TRA.txt,20140,2922166
500003670101_S106_L002.clonotypes.TRA.txt,27662,1508646
550001550808_S100_L002.clonotypes.TRA.txt,0,0
780008520101_S34_L001.clonotypes.TRA.txt,37398,2820537
500001200807_S74_L001.clonotypes.TRA.txt,23002,4583934
540002980808_S25_L001.clonotypes.TRA.txt,3391,514538
050001830101_S119_L002.clonotypes.TRA.txt,59484,3277106
780001250807_S145_L002.clonotypes.TRB.txt,7217,4501056
670004770808_S146_L002.clonotypes.TRB.txt,13040,5959850
520003590101_S115_L002.clonotypes.TRA.txt,24884,3121094
050002010808_S60_L001.clonotypes.TRA.txt,198,330
540002780808_S6_L001.clonotypes.TRA.txt,149,251
670004850808_S5_L001.clonotypes.TRA.txt,32590,5561868
670004680808_S14_L001.clonotypes.TRB.txt,17726,5926348
330001290807_S162_L002.clonotypes.TRA.txt,25881,9120197
250002690808_S109_L002.clonotypes.TRA.txt,10798,197564
460002030808_S16_L001.clonotypes.TRB.txt,17641,7494997
p17_42-2_DNA_S16_L001.clonotypes.TRA.txt,71574,3284601
540000070101_S151_L002.clonotypes.TRA.txt,38879,2960064
260003000101_S6_L001.clonotypes.TRB.txt,12429,4925744
340003750808_S22_L001.clonotypes.TRA.txt,11631,4473716
p18_11_DNA_S27_L002.clonotypes.TRA.txt,47149,2804032
780004850808_S169_L002.clonotypes.TRA.txt,13387,6626983
330000700808_S66_L001.clonotypes.TRA.txt,19576,3337338
050000130808_S85_L001.clonotypes.TRB.txt,3260,13520
340003710808_S17_L001.clonotypes.TRB.txt,9408,2016298
500003380808_S44_L001.clonotypes.TRB.txt,381,867
260002850808_S83_L001.clonotypes.TRB.txt,1768,15455
260003000808_S84_L001.clonotypes.TRA.txt,7,7
690001120808_S124_L002.clonotypes.TRB.txt,15770,2615023
050001190808_S69_L001.clonotypes.TRA.txt,17342,197654
260004150808_S95_L001.clonotypes.TRA.txt,69,80
p18_70_DNA_S86_L002.clonotypes.TRA.txt,60351,19218096
640000670101_S168_L002.clonotypes.TRA.txt,25062,2009786
580002180101_S113_L002.clonotypes.TRA.txt,33509,4055800
640002200808_S81_L001.clonotypes.TRB.txt,7758,7858088
780004910808_S146_L002.clonotypes.TRB.txt,2565,21978
230003360808_S162_L002.clonotypes.TRB.txt,18788,6015211
460000920808_S136_L002.clonotypes.TRA.txt,35582,8865569
500003930808_S33_L001.clonotypes.TRB.txt,4470,507165
330000800808_S62_L001.clonotypes.TRB.txt,11952,7732223
730003410808_S43_L001.clonotypes.TRA.txt,0,0
640002170808_S168_L002.clonotypes.TRB.txt,58,85
590001680808_S90_L001.clonotypes.TRB.txt,3,3
670005220808_S130_L002.clonotypes.TRA.txt,30068,616820
440000490808_S23_L001.clonotypes.TRA.txt,36226,745912
020003840808_S118_L002.clonotypes.TRB.txt,8435,1894167
550002140808_S123_L002.clonotypes.TRB.txt,7221,8665955
640002700808_S73_L001.clonotypes.TRA.txt,25921,3165855
330002580808_S96_L001.clonotypes.TRB.txt,2597,1352308
210000170808_S167_L002.clonotypes.TRA.txt,0,0
260003040807_S186_L002.clonotypes.TRA.txt,11,14
460001200808_S176_L002.clonotypes.TRB.txt,11058,4379282
500004190101_S138_L002.clonotypes.TRB.txt,24390,3944924
250002490808_S110_L002.clonotypes.TRA.txt,3437,1292189
730003410101_S152_L002.clonotypes.TRA.txt,31783,4684817
p17_59_DNA_S71_L001.clonotypes.TRA.txt,67537,6914395
330001910101_S171_L002.clonotypes.TRB.txt,15437,4646771
050001460808_S192_L002.clonotypes.TRB.txt,1053,2962
550001610808_S148_L002.clonotypes.TRA.txt,29769,1521914
270000620101_S65_L001.clonotypes.TRA.txt,41987,3903752
770103620807_S41_L001.clonotypes.TRB.txt,9807,4849887
260004240101_S13_L001.clonotypes.TRA.txt,25403,3040645
050001350101_S114_L002.clonotypes.TRB.txt,15411,3623727
p18_13_DNA_S29_L002.clonotypes.TRB.txt,49565,10765808
730000400808_S23_L001.clonotypes.TRA.txt,7,11
400000110808_S150_L002.clonotypes.TRA.txt,7650,10354547
260002990101_S12_L001.clonotypes.TRB.txt,25809,1980206
730002760808_S50_L001.clonotypes.TRB.txt,7584,5620773
640002380808_S17_L001.clonotypes.TRB.txt,18521,4202734
730002760808_S50_L001.clonotypes.TRA.txt,13084,7413795
440003240101_S182_L002.clonotypes.TRA.txt,28214,2740376
050001820101_S79_L001.clonotypes.TRB.txt,30854,3319396
780008480808_S149_L002.clonotypes.TRB.txt,681,1709
540003060808_S94_L001.clonotypes.TRB.txt,4345,2690878
470001420807_S52_L001.clonotypes.TRA.txt,21609,1363797
330001080808_S148_L002.clonotypes.TRA.txt,28299,2146395
670004530808_S155_L002.clonotypes.TRB.txt,8853,6162158
330000390808_S24_L001.clonotypes.TRA.txt,17943,5709757
540003240808_S57_L001.clonotypes.TRA.txt,20797,16295356
050002040808_S59_L001.clonotypes.TRB.txt,1612,3625
270000190808_S52_L001.clonotypes.TRA.txt,22227,1713150
540002730808_S1_L001.clonotypes.TRB.txt,4534,192456
020000390808_S189_L002.clonotypes.TRB.txt,12138,4116820
270000140808_S174_L002.clonotypes.TRA.txt,35514,2696451
470001210807_S185_L002.clonotypes.TRB.txt,18615,7210787
020000670808_S90_L001.clonotypes.TRA.txt,59759,13157335
460000990808_S191_L002.clonotypes.TRB.txt,8055,30902
270000270808_S113_L002.clonotypes.TRB.txt,13975,8205307
670004890808_S153_L002.clonotypes.TRA.txt,20622,9279043
460001100808_S160_L002.clonotypes.TRA.txt,23649,5852096
p17_60_DNA_S72_L001.clonotypes.TRA.txt,95710,6045271
690001050808_S122_L002.clonotypes.TRA.txt,16104,4704937
050000600101_S102_L002.clonotypes.TRB.txt,25555,5141881
730001500808_S55_L001.clonotypes.TRA.txt,33859,7524848
780005060101_S21_L001.clonotypes.TRA.txt,45555,1423548
520001620808_S56_L001.clonotypes.TRA.txt,8485,48691
440000500808_S183_L002.clonotypes.TRB.txt,21348,5208247
670005050808_S158_L002.clonotypes.TRA.txt,26982,6185507
210004080101_S67_L001.clonotypes.TRA.txt,44139,3348381
780001250807_S145_L002.clonotypes.TRA.txt,18034,7560855
330001910101_S171_L002.clonotypes.TRA.txt,23776,3517753
260004150101_S10_L001.clonotypes.TRB.txt,28276,2690456
QTR319_S1_L001.clonotypes.TRB.txt,7893,1531918
210002050808_S110_L002.clonotypes.TRB.txt,17792,9560219
640002760808_S48_L001.clonotypes.TRA.txt,18703,1892722
460004470808_S2_L001.clonotypes.TRA.txt,1074,1397
500003440101_S122_L002.clonotypes.TRA.txt,29456,3882672
p17_22_DNA_S38_L001.clonotypes.TRB.txt,27919,4772412
240101640808_S135_L002.clonotypes.TRA.txt,26086,2503741
330000780808_S172_L002.clonotypes.TRB.txt,5758,296623
780004750808_S75_L001.clonotypes.TRA.txt,19954,4080103
050001050101_S108_L002.clonotypes.TRB.txt,16173,2588010
770104400808_S60_L001.clonotypes.TRB.txt,18702,2553155
540003600808_S10_L001.clonotypes.TRA.txt,27946,1233064
670005150808_S177_L002.clonotypes.TRB.txt,15044,4735078
360001840808_S101_L002.clonotypes.TRA.txt,125307,8664358
590003790808_S94_L001.clonotypes.TRA.txt,1543,29312
540001360101_S153_L002.clonotypes.TRA.txt,917,1135
210002140808_S142_L002.clonotypes.TRB.txt,16629,8088465
330001990101_S136_L002.clonotypes.TRA.txt,19126,3706580
440002150807_S183_L002.clonotypes.TRB.txt,4036,7957
670005110808_S179_L002.clonotypes.TRA.txt,16423,9403128
630002270807_S184_L002.clonotypes.TRA.txt,23725,711659
p17_45-2_DNA_S15_L001.clonotypes.TRB.txt,19803,2934617
p18_28_DNA_S44_L002.clonotypes.TRA.txt,28384,49212
460000880808_S120_L002.clonotypes.TRB.txt,12856,4584001
360001440808_S141_L002.clonotypes.TRA.txt,9748,8844090
670005220808_S130_L002.clonotypes.TRB.txt,12696,234421
400002860808_S182_L002.clonotypes.TRB.txt,8336,7296324
540000450808_S163_L002.clonotypes.TRA.txt,18875,5306144
540001360808_S35_L001.clonotypes.TRA.txt,421,721
340003730808_S21_L001.clonotypes.TRA.txt,4005,1016138
p17_28_DNA_S44_L001.clonotypes.TRA.txt,55929,4486071
540002700808_S114_L002.clonotypes.TRB.txt,2726,9357326
540002720807_S18_L001.clonotypes.TRA.txt,21982,7171674
550001860808_S99_L002.clonotypes.TRA.txt,0,0
540003270808_S65_L001.clonotypes.TRB.txt,6353,4885790
780005250808_S142_L002.clonotypes.TRB.txt,72,120
730000540808_S29_L001.clonotypes.TRB.txt,15864,6720597
550002890807_S9_L001.clonotypes.TRA.txt,40637,8616099
550001080808_S146_L002.clonotypes.TRB.txt,25187,10011991
500001220808_S123_L002.clonotypes.TRA.txt,42239,4680983
MPS419_S2_L001.clonotypes.TRB.txt,7672,1369302
270000120808_S36_L001.clonotypes.TRB.txt,32606,1566139
460001480808_S151_L002.clonotypes.TRB.txt,17125,6162541
050001150808_S152_L002.clonotypes.TRA.txt,1007,2674
670004910808_S149_L002.clonotypes.TRA.txt,25889,5884503
670004770808_S146_L002.clonotypes.TRA.txt,29622,9344491
050000920808_S86_L001.clonotypes.TRA.txt,26646,3774445
590001290101_S100_L002.clonotypes.TRA.txt,33934,3063117
780008100807_S81_L001.clonotypes.TRA.txt,555,742
p17_7_DNA_S23_L001.clonotypes.TRB.txt,24942,4055550
670004610808_S157_L002.clonotypes.TRB.txt,14092,2220009
330002050101_S172_L002.clonotypes.TRA.txt,20661,2417611
780004800808_S156_L002.clonotypes.TRA.txt,12788,705019
780004650808_S78_L001.clonotypes.TRB.txt,9539,2541121
590002180808_S74_L001.clonotypes.TRA.txt,5159,11793
250003110808_S100_L002.clonotypes.TRB.txt,18616,4868132
330000860808_S75_L001.clonotypes.TRB.txt,9670,5953767
QOQ422_S4_L001.clonotypes.TRA.txt,11131,1150886
440003240808_S14_L001.clonotypes.TRA.txt,10386,172468
500003530808_S38_L001.clonotypes.TRB.txt,4467,54988
540002670808_S185_L002.clonotypes.TRA.txt,13670,4922771
330003330808_S166_L002.clonotypes.TRB.txt,14836,3579244
050000130808_S85_L001.clonotypes.TRA.txt,10711,139809
050001330808_S153_L002.clonotypes.TRB.txt,5393,927211
670004880101_S182_L002.clonotypes.TRA.txt,45191,5444489
540002870808_S17_L001.clonotypes.TRA.txt,13177,876044
780008510808_S152_L002.clonotypes.TRA.txt,21097,1019882
630003300808_S53_L001.clonotypes.TRB.txt,33539,4831084
730001460808_S53_L001.clonotypes.TRB.txt,18342,256230
730001480808_S54_L001.clonotypes.TRA.txt,31271,7308364
670005640808_S8_L001.clonotypes.TRA.txt,25118,4490309
670004510808_S167_L002.clonotypes.TRB.txt,14105,6859178
290002620808_S100_L002.clonotypes.TRB.txt,21847,3469494
260002940808_S90_L001.clonotypes.TRB.txt,0,0
780005300101_S49_L001.clonotypes.TRB.txt,11816,3404032
260002910808_S91_L001.clonotypes.TRA.txt,2,2
670005280808_S161_L002.clonotypes.TRA.txt,32512,4979878
590004420808_S97_L002.clonotypes.TRA.txt,2623,4963
730003390101_S136_L002.clonotypes.TRB.txt,24983,4534137
630001450808_S116_L002.clonotypes.TRA.txt,32061,9653053
780004960101_S16_L001.clonotypes.TRB.txt,25298,4151865
260004160808_S93_L001.clonotypes.TRB.txt,4888,3228626
p18_6_DNA_S22_L002.clonotypes.TRB.txt,47632,3307251
580002180808_S68_L001.clonotypes.TRA.txt,872,2479
540001160808_S67_L001.clonotypes.TRA.txt,333,604
520002170808_S58_L001.clonotypes.TRB.txt,1202,3642
580001990808_S59_L001.clonotypes.TRB.txt,6653,3970875
550003360807_S62_L001.clonotypes.TRA.txt,14735,5147837
340003460808_S39_L001.clonotypes.TRB.txt,24,26
780004770808_S159_L002.clonotypes.TRB.txt,83,121
260002060807_S99_L002.clonotypes.TRA.txt,3148,8258
730000380101_S191_L002.clonotypes.TRB.txt,24137,3641753
330002250808_S138_L002.clonotypes.TRB.txt,11766,299653
330002060808_S122_L002.clonotypes.TRA.txt,15067,8319405
050002090808_S74_L001.clonotypes.TRB.txt,6533,9713777
540002260808_S44_L001.clonotypes.TRB.txt,8175,10582100
670005130808_S175_L002.clonotypes.TRB.txt,14611,800898
500004310808_S49_L001.clonotypes.TRA.txt,7445,124295
210001940808_S174_L002.clonotypes.TRB.txt,21916,7621197
770101710808_S79_L001.clonotypes.TRB.txt,11420,5170506
670004920101_S103_L002.clonotypes.TRB.txt,31025,4017249
670005540808_S17_L001.clonotypes.TRA.txt,17308,810044
340002540808_S188_L002.clonotypes.TRB.txt,9080,5081789
640003290808_S82_L001.clonotypes.TRB.txt,18480,4406653
400003590808_S111_L002.clonotypes.TRA.txt,25291,4550617
050000810808_S66_L001.clonotypes.TRA.txt,21885,1761778
460001130101_S150_L002.clonotypes.TRA.txt,38918,2803178
670004870808_S12_L001.clonotypes.TRA.txt,21994,5860238
140003720808_S103_L002.clonotypes.TRB.txt,67,85
330000580808_S125_L002.clonotypes.TRA.txt,20487,6152366
470001440807_S171_L002.clonotypes.TRB.txt,11213,5397013
670004990808_S10_L001.clonotypes.TRA.txt,59394,2529272
690000990808_S130_L002.clonotypes.TRA.txt,28,37
550003350807_S38_L001.clonotypes.TRB.txt,8469,5791423
540000140808_S36_L001.clonotypes.TRA.txt,8788,2319524
440000480808_S94_L001.clonotypes.TRA.txt,13352,85032
330001960808_S82_L001.clonotypes.TRA.txt,18136,1717885
780005040101_S27_L001.clonotypes.TRB.txt,23860,5322729
p17_47_DNA_S61_L001.clonotypes.TRB.txt,26450,5339378
640002180808_S33_L001.clonotypes.TRA.txt,42564,2395409
460000990101_S149_L002.clonotypes.TRA.txt,22845,3488788
640001690808_S22_L001.clonotypes.TRA.txt,11466,4407742
460001280808_S9_L001.clonotypes.TRB.txt,6052,15141392
590002550101_S147_L002.clonotypes.TRB.txt,15769,3756893
590002140808_S75_L001.clonotypes.TRA.txt,17895,6813140
550002660808_S124_L002.clonotypes.TRB.txt,17471,8384040
140003720101_S57_L001.clonotypes.TRA.txt,27245,4169478
330002090808_S89_L001.clonotypes.TRB.txt,11920,4723144
550004220808_S150_L002.clonotypes.TRB.txt,16595,5460363
630002290808_S51_L001.clonotypes.TRA.txt,25928,2779147
550001520808_S109_L002.clonotypes.TRA.txt,35884,4142716
330001580101_S129_L002.clonotypes.TRA.txt,37817,2588255
500004080101_S130_L002.clonotypes.TRA.txt,52730,3794345
550002710808_S185_L002.clonotypes.TRA.txt,24024,4520143
670002310101_S135_L002.clonotypes.TRB.txt,36590,1125396
330001860808_S114_L002.clonotypes.TRA.txt,228,279
340002530808_S172_L002.clonotypes.TRB.txt,12058,5582149
p17_8_DNA_S24_L001.clonotypes.TRA.txt,43585,3779266
230002210807_S169_L002.clonotypes.TRA.txt,21548,3168002
780008470808_S184_L002.clonotypes.TRB.txt,415,626
500001320807_S82_L001.clonotypes.TRB.txt,7672,3983557
520004340808_S54_L001.clonotypes.TRB.txt,954,3442
780003890808_S35_L001.clonotypes.TRB.txt,2436,3017256
550001600808_S117_L002.clonotypes.TRA.txt,21988,1098101
770101940807_S90_L001.clonotypes.TRA.txt,21664,8722428
540002640808_S161_L002.clonotypes.TRB.txt,2765,4461298
770101180807_S167_L002.clonotypes.TRB.txt,7964,2426595
640000210808_S13_L001.clonotypes.TRB.txt,8212,6272379
440000190808_S167_L002.clonotypes.TRA.txt,32155,5924324
270001050808_S23_L001.clonotypes.TRB.txt,18370,17781022
520002210101_S178_L002.clonotypes.TRB.txt,17861,4743666
780005160808_S133_L002.clonotypes.TRB.txt,1789,3471472
500000140808_S8_L001.clonotypes.TRB.txt,19548,5869616
330000710808_S140_L002.clonotypes.TRA.txt,8838,5067993
670004800808_S2_L001.clonotypes.TRA.txt,15354,299369
670005330808_S126_L002.clonotypes.TRA.txt,10380,1193946
330002110808_S88_L001.clonotypes.TRB.txt,23502,2629379
330002800808_S88_L001.clonotypes.TRB.txt,1428,3296
020000330101_S185_L002.clonotypes.TRB.txt,10762,4558846
210003340808_S104_L002.clonotypes.TRA.txt,0,0
140000670808_S102_L002.clonotypes.TRA.txt,12374,1792023
690001010101_S62_L001.clonotypes.TRB.txt,22012,4214685
780004890808_S172_L002.clonotypes.TRA.txt,56850,509430
770101230807_S175_L002.clonotypes.TRB.txt,19011,3228288
210000470808_S143_L002.clonotypes.TRA.txt,18310,3089650
500003960808_S30_L001.clonotypes.TRB.txt,8706,5779427
590002210808_S73_L001.clonotypes.TRA.txt,18644,565293
470002910807_S120_L002.clonotypes.TRB.txt,19367,7847146
640003520808_S89_L001.clonotypes.TRB.txt,12258,135019
690001010808_S100_L002.clonotypes.TRA.txt,58,80
730000410101_S167_L002.clonotypes.TRB.txt,17688,3775659
740003490808_S36_L001.clonotypes.TRA.txt,18597,5139436
330002520808_S90_L001.clonotypes.TRB.txt,11508,9406881
730000950808_S34_L001.clonotypes.TRA.txt,18354,6737061
330000920807_S51_L001.clonotypes.TRA.txt,2643,4764
050000340808_S84_L001.clonotypes.TRA.txt,25001,287302
640002980101_S52_L001.clonotypes.TRB.txt,25170,3431353
670005400808_S132_L002.clonotypes.TRA.txt,31,37
250002590808_S99_L002.clonotypes.TRA.txt,19936,870189
260001670807_S168_L002.clonotypes.TRB.txt,612,905
670004780808_S176_L002.clonotypes.TRB.txt,8677,7018352
590004320101_S155_L002.clonotypes.TRA.txt,35250,3465389
540003110101_S159_L002.clonotypes.TRA.txt,35160,1571967
640002050808_S8_L001.clonotypes.TRB.txt,12277,4782120
780008380808_S168_L002.clonotypes.TRB.txt,8169,248695
260002830808_S80_L001.clonotypes.TRB.txt,2782,5566358
540003610808_S18_L001.clonotypes.TRA.txt,1496,58608
330001910808_S48_L001.clonotypes.TRB.txt,3,6
780002140101_S94_L001.clonotypes.TRA.txt,34971,2873364
270000870808_S37_L001.clonotypes.TRA.txt,13328,360149
050001050808_S27_L001.clonotypes.TRA.txt,4896,9213
260004180808_S94_L001.clonotypes.TRA.txt,22763,2604338
050000930808_S29_L001.clonotypes.TRA.txt,107,222
640000110808_S181_L002.clonotypes.TRA.txt,125,205
p18_19_DNA_S35_L002.clonotypes.TRA.txt,48089,4234615
780008390101_S30_L001.clonotypes.TRA.txt,20743,2915619
670004690101_S119_L002.clonotypes.TRB.txt,22720,4567378
550001690808_S101_L002.clonotypes.TRB.txt,7349,575303
630000290808_S124_L002.clonotypes.TRB.txt,7613,9813655
770102750807_S28_L001.clonotypes.TRB.txt,14308,4002997
730001630808_S52_L001.clonotypes.TRB.txt,9517,4670153
780008450808_S157_L002.clonotypes.TRA.txt,822,1578
500000010808_S9_L001.clonotypes.TRA.txt,17941,18204170
640002980808_S184_L002.clonotypes.TRB.txt,143,305
780008180808_S74_L001.clonotypes.TRB.txt,12912,3488162
330000450808_S22_L001.clonotypes.TRB.txt,6577,3936815
550002690808_S132_L002.clonotypes.TRB.txt,19566,5547727
330001670808_S97_L002.clonotypes.TRB.txt,2,8
260004220808_S100_L002.clonotypes.TRB.txt,3179,81251
690000970101_S64_L001.clonotypes.TRB.txt,18838,3945676
210004070808_S121_L002.clonotypes.TRA.txt,61337,4722555
780001680807_S170_L002.clonotypes.TRB.txt,9804,1714562
340003440808_S37_L001.clonotypes.TRA.txt,10306,214317
630001440808_S121_L002.clonotypes.TRA.txt,19483,6731471
250002810808_S105_L002.clonotypes.TRB.txt,24075,731635
330000670808_S24_L001.clonotypes.TRB.txt,12427,4120346
050000310808_S83_L001.clonotypes.TRA.txt,40062,3369255
640001970808_S77_L001.clonotypes.TRB.txt,9488,3959957
050001340808_S85_L001.clonotypes.TRA.txt,29781,6356514
630000020807_S151_L002.clonotypes.TRB.txt,21475,5185978
340003570808_S7_L001.clonotypes.TRA.txt,46323,5688945
440001980101_S87_L001.clonotypes.TRB.txt,66208,3614616
780003510808_S92_L001.clonotypes.TRA.txt,5112,514635
550001540808_S188_L002.clonotypes.TRB.txt,14582,114809
050000010808_S69_L001.clonotypes.TRA.txt,3868,39469
260004240808_S99_L002.clonotypes.TRA.txt,1520,7438
050000610101_S103_L002.clonotypes.TRA.txt,14523,3901507
440000110808_S120_L002.clonotypes.TRA.txt,43670,3077486
640003580808_S34_L001.clonotypes.TRB.txt,8304,6459558
780003490101_S93_L001.clonotypes.TRA.txt,13995,3038184
640003090808_S5_L001.clonotypes.TRA.txt,36703,712322
050001780808_S61_L001.clonotypes.TRA.txt,0,0
780004000807_S5_L001.clonotypes.TRA.txt,25806,3585610
540001160101_S152_L002.clonotypes.TRA.txt,33670,4240697
590002830808_S89_L001.clonotypes.TRA.txt,147,385
640001860808_S46_L001.clonotypes.TRA.txt,23970,5066685
260001450807_S180_L002.clonotypes.TRB.txt,724,856
